-78.7964	-86.7964
63.1896	-86.823
18.5462	-86.8474
8.74308	-86.8699
8.65924	-86.891
8.67771	-86.9108
8.52232	-86.9296
8.73246	-86.9474
8.87893	-86.9643
8.78647	-86.9804
8.76042	-86.9958
8.87059	-87.0105
8.80366	-87.0246
8.77411	-87.038
8.9029	-87.0508
8.84179	-87.0631
8.7988	-87.0748
8.94505	-87.086
8.88342	-87.0967
8.53898	-87.107
8.62972	-87.1168
8.58382	-87.1263
8.56393	-87.1353
8.68763	-87.1439
8.62785	-87.1522
8.59203	-87.1601
8.7258	-87.1678
8.6654	-87.1751
8.6189	-87.1821
8.74008	-87.1888
8.68198	-87.1952
8.64524	-87.2014
8.77222	-87.2073
8.71211	-87.213
8.6487	-87.2185
8.78361	-87.2237
8.72565	-87.2288
8.65259	-87.2336
8.79795	-87.2383
8.74111	-87.2428
8.65531	-87.247
8.81286	-87.2512
8.75677	-87.2551
8.6696	-87.2589
8.82738	-87.2626
8.77191	-87.2661
8.68283	-87.2695
8.84093	-87.2728
8.786	-87.2759
8.69415	-87.2789
8.85265	-87.2818
8.79793	-87.2846
8.70175	-87.2873
8.8613	-87.2899
8.80588	-87.2924
8.70311	-87.2948
8.86995	-87.2971
8.81301	-87.2994
8.78214	-87.3015
8.71544	-87.3036
8.7204	-87.3056
8.65899	-87.3075
8.85693	-87.3094
8.80007	-87.3112
8.69941	-87.3129
8.89518	-87.3146
8.82485	-87.3162
8.71736	-87.3178
8.91858	-87.3193
8.83527	-87.3208
8.72308	-87.3222
8.93168	-87.3236
8.83189	-87.3249
8.72117	-87.3262
9.0235	-87.3274
8.6702	-87.3286
8.63462	-87.3298
8.84137	-87.331
8.80468	-87.3321
8.71928	-87.3331
8.86751	-87.3342
8.83094	-87.3352
8.74265	-87.3362
8.85569	-87.3372
8.8347	-87.3381
8.75086	-87.339
8.79265	-87.3399
8.82199	-87.3408
8.76674	-87.3417
8.56094	-87.3425
8.72408	-87.3433
8.71476	-87.3441
8.64949	-87.3449
8.82173	-87.3457
8.76802	-87.3465
8.67566	-87.3472
8.84761	-87.3479
8.78898	-87.3486
8.6855	-87.3493
8.85877	-87.2229
24.9803	-87.238
21.8873	-87.2527
9.9474	-87.2668
8.84097	-87.2805
8.7847	-87.2936
8.78386	-87.3064
8.95737	-87.3187
8.87006	-87.3305
8.93029	-87.3418
8.91098	-87.3526
8.83261	-87.3628
8.9605	-87.3726
8.90488	-87.3821
8.82453	-87.391
8.98174	-87.3996
8.91535	-87.4077
8.86101	-87.4154
9.0016	-87.4228
8.97135	-87.43
8.84738	-87.4367
8.98452	-87.4432
8.94888	-87.4494
8.84076	-87.4553
8.96598	-87.461
8.93899	-87.4665
8.86382	-87.4717
8.9589	-87.4767
8.93356	-87.4815
8.87067	-87.4862
8.94975	-87.4906
8.93557	-87.4949
8.96131	-87.499
8.96742	-87.5029
8.98474	-87.5068
9.00318	-87.5104
9.00312	-87.514
9.05503	-87.5174
9.08915	-87.5207
9.08625	-87.5239
9.13842	-87.527
9.12419	-87.53
9.19334	-87.5328
9.17998	-87.5357
9.21027	-87.5384
9.19946	-87.541
9.24624	-87.5436
9.27502	-87.5461
9.28158	-87.5485
9.31159	-87.5509
9.3006	-87.5444
29.7858	-87.0742
28.1922	-86.9787
26.7527	-86.9985
25.7487	-87.0237
24.0696	-87.0536
24.047	-87.0826
22.1096	-87.1099
21.6912	-87.1358
20.2822	-87.1602
20.1169	-87.1834
24.8516	-87.2053
24.3403	-87.2261
24.0574	-87.2458
23.4383	-87.2645
22.2356	-87.2823
21.4857	-87.2992
21.12	-87.3153
20.6953	-87.3306
19.9366	-87.3452
19.953	-87.3592
18.9335	-87.3725
18.3185	-87.3852
18.1899	-87.3974
29.2068	-87.409
27.6371	-87.4202
26.1959	-87.4308
24.9981	-87.4411
24.1836	-87.4508
23.1821	-87.4601
22.3699	-87.469
21.3188	-87.4773
20.3063	-87.4853
20.3682	-87.4929
19.5397	-87.5001
19.0445	-87.5069
19.8613	-87.5134
28.2899	-87.5192
27.1019	-87.5242
26.023	-87.5286
25.0226	-87.5326
23.6287	-87.536
23.3956	-87.5391
22.3194	-87.5417
22.291	-87.544
21.4138	-87.5461
21.059	-87.5477
19.3838	-87.5488
20.1153	-87.5492
19.5529	-87.5484
19.1967	-87.5471
17.7461	-87.3511
23.3681	-86.3987
14.8752	-86.2481
15.1218	-86.2098
14.3489	-86.2112
14.3287	-86.2226
16.9067	-86.2432
12.9834	-86.2955
13.045	-86.2972
26.0894	-86.1324
22.8	-86.144
21.8108	-86.1504
20.8663	-86.1644
19.5903	-86.1764
19.4849	-86.1873
18.7546	-86.2144
17.9725	-86.3683
17.6378	-86.4058
16.2847	-86.3386
16.2787	-86.3587
16.3919	-86.2218
21.2807	-86.2296
21.5663	-86.2385
20.4335	-86.207
18.9016	-86.1535
18.4701	-86.2699
16.9886	-86.3554
24.6873	-86.4055
22.8268	-86.4394
22.3304	-86.4631
21.5647	-86.4815
21.1293	-86.4956
19.3802	-86.5064
18.6443	-86.5157
18.7503	-86.5213
17.9374	-86.5268
17.9631	-86.531
16.9263	-86.535
16.6058	-86.5343
16.789	-86.5362
15.9634	-86.5353
15.2285	-86.5362
19.9705	-86.5639
18.8547	-86.1543
19.3184	-85.9855
16.7393	-86.0622
15.9061	-86.1053
15.3917	-86.115
14.7225	-86.1184
14.2898	-86.1214
13.5902	-86.1255
16.6814	-86.1437
15.4093	-86.3651
14.1297	-86.5357
25.9388	-86.6618
20.3517	-86.6853
18.8768	-86.6096
21.9156	-86.5048
19.6207	-86.4248
17.8801	-86.3574
18.5422	-86.2987
18.0262	-86.2552
18.0924	-86.2214
17.4526	-86.1935
17.9847	-86.1699
16.5965	-86.1444
16.9075	-86.1184
15.8029	-86.1362
15.6527	-86.2146
14.8926	-86.2618
14.5917	-86.2774
16.4989	-86.2804
14.9878	-86.3948
14.0763	-86.4293
20.5196	-86.42
12.8015	-86.3991
12.5712	-86.3899
12.6083	-86.3698
13.1156	-86.3462
19.8626	-86.3098
19.5815	-86.2571
18.037	-86.2008
16.9892	-86.13
15.7423	-86.054
14.8094	-85.9701
14.0326	-85.913
11.4279	-85.9232
23.4682	-85.9401
21.7297	-86.2254
23.3596	-86.4455
22.5339	-86.6193
21.2703	-86.6762
20.0655	-86.633
19.5097	-86.5069
18.885	-86.3772
18.1771	-86.2693
16.6348	-86.1883
16.0654	-86.1409
16.3675	-86.1529
15.1348	-86.1636
14.534	-86.1727
14.4403	-86.1741
14.6282	-86.1755
13.1834	-86.1711
19.1057	-86.223
13.8207	-85.9967
14.1635	-86.0139
10.594	-86.265
9.42279	-86.4096
9.86642	-86.4392
10.3468	-86.4073
9.9851	-86.3508
23.062	-86.3208
21.0376	-86.3057
19.992	-86.3149
18.4708	-86.3444
18.0075	-86.3889
16.7101	-86.4322
16.1153	-86.467
22.4711	-86.4855
21.4204	-86.4975
20.3925	-86.4932
18.9834	-86.4785
18.648	-86.4506
17.8947	-86.406
16.8547	-86.4177
16.7957	-86.5555
24.4982	-86.5515
22.7252	-86.4627
21.1498	-86.3538
19.8223	-86.2611
18.4745	-86.1854
16.9257	-86.1319
15.8631	-86.147
13.7403	-86.2506
13.1296	-86.336
13.6751	-86.3918
13.7981	-86.4112
10.7783	-86.388
10.1987	-86.3256
15.4663	-86.2209
10.0299	-86.0736
10.2383	-86.1508
10.1677	-86.3637
21.9907	-86.4437
19.9099	-86.4118
17.789	-86.3412
22.6412	-86.2679
20.8008	-86.2088
18.7479	-86.1669
18.5561	-86.1358
17.5796	-86.1304
16.3878	-86.1229
15.7939	-86.108
14.7785	-86.1228
13.731	-86.1314
13.1271	-86.1532
13.0471	-86.1862
12.4372	-86.2214
21.1676	-86.2546
19.8466	-86.314
18.8719	-86.4346
17.5736	-86.4235
16.6254	-86.3809
15.7059	-86.3976
16.0556	-86.3946
15.5498	-86.3722
14.1393	-86.3326
14.818	-86.2983
14.4287	-86.2826
13.7048	-86.2545
13.5533	-86.2084
19.159	-86.1664
10.7212	-86.1638
25.0277	-86.157
18.2546	-86.1455
17.1732	-86.1328
16.9768	-86.2298
16.5782	-86.4298
15.9866	-86.5027
23.919	-86.4646
22.969	-86.3896
22.2173	-86.4592
21.3782	-86.5021
20.3942	-86.52
19.793	-86.5045
19.519	-86.4494
18.3678	-86.3808
17.6721	-86.3182
16.6412	-86.2492
16.533	-86.1488
15.237	-86.0508
14.2771	-86.0824
